var_0;var_1;var_2;var_3;var_4;var_5;var_6;var_7;var_8;var_9;var_10;var_11;var_12;var_13;var_14;var_15;var_16;var_17;var_18;var_19;var_20;var_21;var_22;var_23;var_24;var_25;var_26;var_27;var_28;var_29;var_30;var_31;var_32;var_33;var_34;var_35
Concludente/Egresso;Angicos - Noturno;2018.2;20212;Sim, sempre quis cursar CeT;Sim;Pública;Instituto Federal;Pública;Municipal;RN;Sim;Sim;Feminino;Pardo;Solteiro;Não;Não;Entre 1001 e 1500 reais;Sim;Reprovado em duas disciplinas;Sim;Sim;Sim;Sim;Sim;Não;Não;Não;Sim;Ensino médio completo;Ensino fundamental Completo;206;2018;2021;30
Concludente/Egresso;Pau dos Ferros - Diurno;2012.1;20182;Não, esse foi o curso que consegui ingressar;Não;Pública;Escola Estadual;Pública;Escola Estadual;RN;Eu já morava na mesma cidade;Não;Masculino;Negro;Solteiro;Não;Não;Entre 1501 e 2000 reais;Sim;Reprovado em quatro disciplinas;Não;Não;Não;Sim;Sim;Sim;Não;Não;Não;Ensino médio completo;Ensino médio completo;207;2012;2018;60
Concludente/Egresso;Mossoró - Diurno;2018.2;20191;Sim, sempre quis cursar CeT;Sim;Pública;Escola Estadual;Privada;Municipal;CE;Sim;Não;Masculino;Branco;Solteiro;Não;Não;Entre 2501 e 3000 reais;Não;Reprovado em cinco ou mais disciplinas;Não;Sim;Sim;Não;Sim;Não;Sim;Sim;Não;Ensino primário incompleto;Ensino fundamental incompleto;208;2018;2019;10
Concludente/Egresso;Caraúbas - Diurno;2016.1;20211;Não, esse foi o curso que consegui ingressar;Sim;Pública;Instituto Federal;Pública;Municipal;PI;Sim;Não;Masculino;Negro;Casado;Sim;Sim;Entre 1001 e 1500 reais;Não;Reprovado em uma disciplina;Não;Não;Sim;Não;Sim;Sim;Não;Não;Não;Ensino fundamental Completo;Ensino fundamental Completo;209;2016;2021;50
Concludente/Egresso;Mossoró - Diurno;2017.2;20211;Não, esse foi o curso que consegui ingressar;Não;Pública;Escola Estadual;Pública;Municipal;RN;Não;Não;Feminino;Pardo;Solteiro;Não;Não;Entre 1001 e 1500 reais;Não;Reprovado em duas disciplinas;Sim;Não;Não;Não;Não;Não;Sim;Não;Sim;Ensino médio completo;Ensino fundamental incompleto;210;2017;2021;40
Evadido/Desistente;Mossoró - Diurno;2017.1;20182;Sim, sempre quis cursar CeT;Sim;Pública;Escola Estadual;Pública;Escola Estadual;RN;Eu já morava na mesma cidade;Não;Masculino;Branco;Solteiro;Não;Sim;Menos de 500 reais;Não;Reprovado em uma disciplina;Não;Não;Não;Não;Sim;Não;Sim;Não;Não;Ensino fundamental incompleto;Ensino médio completo;211;2017;2018;10
Concludente/Egresso;Pau dos Ferros - Diurno;2014.2;20201;Sim, sempre quis cursar CeT;Não;Pública;Escola Estadual;Pública;Escola Estadual;RN;Sim;Não;Masculino;Negro;Solteiro;Não;Não;Menos de 500 reais;Sim;Reprovado em duas disciplinas;Não;Não;Não;Sim;Não;Sim;Não;Não;Sim;Ensino médio completo;Ensino primário incompleto;212;2014;2020;60
Evadido/Desistente;Mossoró - Diurno;2010.2;20151;Sim, sempre quis cursar CeT;Sim;Pública;Escola Estadual;Pública;Escola Estadual;RN;Eu já morava na mesma cidade;Não;Masculino;Pardo;Casado;Sim;Sim;Acima de 3000 reais;Não;Reprovado em uma disciplina;Não;Não;Sim;Não;Sim;Sim;Sim;Sim;Não;Ensino primário incompleto;Ensino médio completo;213;2010;2015;50
Concludente/Egresso;Mossoró - Diurno;2012.1;20161;Não, esse foi o curso que consegui ingressar;Sim;Pública;Escola Estadual;Pública;Municipal;PB;Sim;Não;Masculino;Branco;Solteiro;Não;Sim;Entre 1501 e 2000 reais;Sim;Reprovado em duas disciplinas;Não;Não;Sim;Não;Sim;Sim;Sim;Não;Sim;Ensino fundamental incompleto;Ensino médio completo;214;2012;2016;40
Evadido/Desistente;Mossoró - Noturno;NAO LEMBRO ;NULO;Sim, sempre quis cursar CeT;Não;Pública;Escola Estadual;Pública;Escola Estadual;RN;Eu já morava na mesma cidade;Não;Feminino;Amarelo;Casado;Sim;Sim;Entre 1501 e 2000 reais;Não;Reprovado em cinco ou mais disciplinas;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Ensino fundamental incompleto;Ensino fundamental incompleto;215;NAO LEMBRO ;NULO;NULO
Concludente/Egresso;Pau dos Ferros - Noturno;2020.1;20201;Sim, sempre quis cursar CeT;Sim;Pública;Escola Estadual;Pública;Escola Estadual;RN;Não;Não;Feminino;Branco;Solteiro;Não;Sim;Entre 501 e 1000 reais;Não;Aprovado em todas as disciplinas;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Ensino fundamental incompleto;Ensino fundamental incompleto;216;2020;2020;0
Concludente/Egresso;Mossoró - Diurno;2012.1;20142;Sim, sempre quis cursar CeT;Não;privada;NULO;Privada;NULO;RN;Não;Não;Feminino;Branco;Solteiro;Não;Sim;Acima de 3000 reais;Não;Aprovado em todas as disciplinas;Não;Não;Sim;Não;Sim;Sim;Não;Não;Não;Ensino superior Completo;Pós-graduação completa;217;2012;2014;20
Evadido/Desistente;Mossoró - Diurno;2011.1;20131;Não, esse foi o curso que consegui ingressar;Não;privada;NULO;Privada;NULO;RN;Eu já morava na mesma cidade;Não;Feminino;Branco;Casado;Sim;Sim;Acima de 3000 reais;Não;Reprovado em cinco ou mais disciplinas;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Não;Não;Ensino superior Completo;Ensino superior Completo;218;2011;2013;20
Evadido/Desistente;Mossoró - Diurno;2010.1;20142;Não, esse foi o curso que consegui ingressar;Sim;privada;NULO;Privada;NULO;RN;Eu já morava na mesma cidade;Não;Feminino;Branco;Casado;Sim;Não;Entre 1001 e 1500 reais;Não;Reprovado em duas disciplinas;Não;Não;Não;Não;Sim;Sim;Não;Sim;Não;Ensino superior Completo;Ensino superior Completo;219;2010;2014;40
Concludente/Egresso;Mossoró - Diurno;2011.1;20162;Sim, sempre quis cursar CeT;Não;privada;NULO;Privada;NULO;RN;Eu já morava na mesma cidade;Não;Masculino;Branco;Solteiro;Não;Sim;Acima de 3000 reais;Não;Reprovado em uma disciplina;Não;Não;Não;Sim;Sim;Sim;Sim;Não;Sim;Pós-graduação completa;Ensino superior Completo;220;2011;2016;50
Concludente/Egresso;Mossoró - Noturno;2015.2;20182;Sim, sempre quis cursar CeT;Sim;privada;NULO;Privada;NULO;RN;Eu já morava na mesma cidade;Não;Feminino;Branco;Solteiro;Não;Sim;Entre 1001 e 1500 reais;Sim;Reprovado em duas disciplinas;Sim;Sim;Sim;Sim;Não;Não;Não;Não;Sim;Ensino superior Completo;Ensino superior incompleto;221;2015;2018;30
Evadido/Desistente;Mossoró - Diurno;2011.1;20131;Não, esse foi o curso que consegui ingressar;Não;privada;NULO;Pública;Escola Estadual;RN;Eu já morava na mesma cidade;Não;Feminino;Branco;Solteiro;Sim;Sim;Entre 2501 e 3000 reais;Não;Reprovado em duas disciplinas;Sim;Sim;Sim;Não;Sim;Não;Não;Não;Não;Ensino médio completo;Ensino médio incompleto;222;2011;2013;20
Concludente/Egresso;Mossoró - Diurno;2018.1;20202;Não, esse foi o curso que consegui ingressar;Não;privada;NULO;Privada;NULO;CE;Sim;Não;Masculino;Pardo;Solteiro;Não;Sim;Acima de 3000 reais;Sim;Aprovado em todas as disciplinas;Não;Não;Não;Não;Sim;Não;Não;Não;Sim;Ensino médio incompleto;Ensino médio incompleto;223;2018;2020;20
Concludente/Egresso;Angicos - Diurno;2014.1;20192;Sim, sempre quis cursar CeT;Não;Pública;Instituto Federal;Privada;NULO;RN;Sim;Não;Feminino;Branco;Solteiro;Não;Sim;Entre 1001 e 1500 reais;Sim;Reprovado em uma disciplina;Sim;Não;Sim;Sim;Sim;Não;Não;Não;Não;Ensino médio completo;Ensino médio completo;224;2014;2019;50
Concludente/Egresso;Mossoró - Diurno;2016.2;20221;Sim, sempre quis cursar CeT;Não;Pública;Escola Estadual;Pública;Escola Estadual;RN;Sim;Sim;Feminino;Pardo;Solteiro;Não;Não;Menos de 500 reais;Sim;Reprovado em duas disciplinas;Sim;Sim;Sim;Sim;Sim;Sim;Não;Não;Não;Ensino médio incompleto;Ensino primário incompleto;225;2016;2022;60
Concludente/Egresso;Mossoró - Diurno;2010.2;20161;Não, esse foi o curso que consegui ingressar;Não;Pública;Escola Estadual;Pública;Municipal;RN;Sim;Não;Masculino;Pardo;Casado;Sim;Sim;Entre 2001 e 2500 reais;Não;Reprovado em duas disciplinas;Não;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Não;Ensino fundamental incompleto;Ensino fundamental incompleto;226;2010;2016;60
Concludente/Egresso;Mossoró - Diurno;2014.2;20192;Sim, sempre quis cursar CeT;Sim;privada;NULO;Privada;NULO;CE;Sim;Não;Masculino;Branco;Solteiro;Não;Sim;Entre 2001 e 2500 reais;Não;Reprovado em uma disciplina;Não;Não;Não;Não;Sim;Sim;Não;Não;Sim;Ensino superior Completo;Ensino primário incompleto;227;2014;2019;50
Evadido/Desistente;Mossoró - Diurno;2016.2;20182;Não, esse foi o curso que consegui ingressar;Não;Pública;Escola Estadual;Pública;Escola Estadual;RN;Não;Não;Feminino;Branco;Solteiro;Não;Não;Entre 1501 e 2000 reais;Não;Reprovado em cinco ou mais disciplinas;Não;Sim;Sim;Não;Sim;Sim;Não;Não;Sim;Ensino médio incompleto;Ensino fundamental incompleto;228;2016;2018;20
Concludente/Egresso;Mossoró - Diurno;2015.2;20192;Sim, sempre quis cursar CeT;Não;privada;NULO;Privada;NULO;RN;Eu já morava na mesma cidade;Não;Masculino;Pardo;Solteiro;Não;Sim;Entre 2501 e 3000 reais;Não;Reprovado em uma disciplina;Não;Não;Sim;Não;Sim;Sim;Não;Não;Sim;Ensino superior Completo;Ensino médio completo;229;2015;2019;40
